node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,,enabled,54.219,46.297,4.982,2.177,54.647,0.027
,,,enabled,52.821,44.363,6.385,9.100,7243.769,0.813
