node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,,enabled,52.857,45.309,4.890,2.736,49.816,0.026
,,,enabled,52.933,44.543,6.378,8.417,7257.633,0.832
