node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,,enabled,53.341,45.705,5.116,2.704,49.884,0.023
,,,enabled,53.334,44.481,6.670,11.339,7003.185,0.787
