node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,,enabled,53.133,45.435,4.936,1.979,56.930,0.025
,,,enabled,72.033,52.476,17.082,19.894,6769.962,4.018
