node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,,enabled,53.963,46.563,4.932,2.872,51.751,0.025
,,,enabled,53.222,44.659,6.448,6.907,7215.866,0.831
